Date,Age,Account,MovementType,Amount,BalanceAfter,Remarks
2052-07-01,100001513,78,RA,Contribution,74.00,62536.12,"Monthly allocation"
2052-07-01,100001514,78,RA,Payout,930.00,61606.12,"Monthly payout from RA"
2052-07-01,100001515,78,Excess,Payout In,930.00,123690.00,"Monthly payout credited to excess"
2052-08-01,100001516,78,OA,Contribution,74.00,822307.79,"Monthly allocation"
2052-08-01,100001517,78,MA,Contribution,777.00,609575.15,"Monthly allocation"
2052-08-01,100001518,78,RA,Contribution,74.00,61680.12,"Monthly allocation"
2052-08-01,100001519,78,RA,Payout,930.00,60750.12,"Monthly payout from RA"
2052-08-01,100001520,78,Excess,Payout In,930.00,124620.00,"Monthly payout credited to excess"
2052-09-01,100001521,78,OA,Contribution,74.00,822381.79,"Monthly allocation"
2052-09-01,100001522,78,MA,Contribution,777.00,610352.15,"Monthly allocation"
2052-09-01,100001523,78,RA,Contribution,74.00,60824.12,"Monthly allocation"
2052-09-01,100001524,78,RA,Payout,930.00,59894.12,"Monthly payout from RA"
2052-09-01,100001525,78,Excess,Payout In,930.00,125550.00,"Monthly payout credited to excess"
2052-10-01,100001526,78,OA,Contribution,74.00,822455.79,"Monthly allocation"
2052-10-01,100001527,78,MA,Contribution,777.00,611129.15,"Monthly allocation"
2052-10-01,100001528,78,RA,Contribution,74.00,59968.12,"Monthly allocation"
2052-10-01,100001529,78,RA,Payout,930.00,59038.12,"Monthly payout from RA"
2052-10-01,100001530,78,Excess,Payout In,930.00,126480.00,"Monthly payout credited to excess"
2052-11-01,100001531,78,OA,Contribution,74.00,822529.79,"Monthly allocation"
2052-11-01,100001532,78,MA,Contribution,777.00,611906.15,"Monthly allocation"
2052-11-01,100001533,78,RA,Contribution,74.00,59112.12,"Monthly allocation"
2052-11-01,100001534,78,RA,Payout,930.00,58182.12,"Monthly payout from RA"
2052-11-01,100001535,78,Excess,Payout In,930.00,127410.00,"Monthly payout credited to excess"
2052-12-01,100001536,78,OA,Contribution,74.00,822603.79,"Monthly allocation"
2052-12-01,100001537,78,MA,Contribution,777.00,612683.15,"Monthly allocation"
2052-12-01,100001538,78,RA,Contribution,74.00,58256.12,"Monthly allocation"
2052-12-01,100001539,78,OA,Interest,32904.15,855507.94,"Annual base interest"
2052-12-01,100001540,78,MA,Interest,24507.33,637190.48,"Annual base interest"
2052-12-01,100001541,78,RA,Interest,2330.24,60586.36,"Annual base + extra interest"
2052-12-01,100001542,78,RA,Extra Interest,900.00,61486.36,"Annual base + extra interest"
2052-12-01,100001543,78,RA,Payout,930.00,60556.36,"Monthly payout from RA"
2052-12-01,100001544,78,Excess,Payout In,930.00,128340.00,"Monthly payout credited to excess"
2053-01-01,100001545,78,OA,Contribution,74.00,855581.94,"Monthly allocation"
2053-01-01,100001546,78,MA,Contribution,777.00,637967.48,"Monthly allocation"
2053-01-01,100001547,78,RA,Contribution,74.00,60630.36,"Monthly allocation"
2053-01-01,100001548,78,RA,Payout,930.00,59700.36,"Monthly payout from RA"
2053-01-01,100001549,78,Excess,Payout In,930.00,129270.00,"Monthly payout credited to excess"
2053-02-01,100001550,78,OA,Contribution,74.00,855655.94,"Monthly allocation"
2053-02-01,100001551,78,MA,Contribution,777.00,638744.48,"Monthly allocation"
2053-02-01,100001552,78,RA,Contribution,74.00,59774.36,"Monthly allocation"
2053-02-01,100001553,78,RA,Payout,930.00,58844.36,"Monthly payout from RA"
2053-02-01,100001554,78,Excess,Payout In,930.00,130200.00,"Monthly payout credited to excess"
2053-03-01,100001555,78,OA,Contribution,74.00,855729.94,"Monthly allocation"
2053-03-01,100001556,78,MA,Contribution,777.00,639521.48,"Monthly allocation"
2053-03-01,100001557,78,RA,Contribution,74.00,58918.36,"Monthly allocation"
2053-03-01,100001558,78,RA,Payout,930.00,57988.36,"Monthly payout from RA"
2053-03-01,100001559,78,Excess,Payout In,930.00,131130.00,"Monthly payout credited to excess"
2053-04-01,100001560,78,OA,Contribution,74.00,855803.94,"Monthly allocation"
2053-04-01,100001561,78,MA,Contribution,777.00,640298.48,"Monthly allocation"
2053-04-01,100001562,78,RA,Contribution,74.00,58062.36,"Monthly allocation"
2053-04-01,100001563,78,RA,Payout,930.00,57132.36,"Monthly payout from RA"
2053-04-01,100001564,78,Excess,Payout In,930.00,132060.00,"Monthly payout credited to excess"
2053-05-01,100001565,78,OA,Contribution,74.00,855877.94,"Monthly allocation"
2053-05-01,100001566,78,MA,Contribution,777.00,641075.48,"Monthly allocation"
2053-05-01,100001567,78,RA,Contribution,74.00,57206.36,"Monthly allocation"
2053-05-01,100001568,78,RA,Payout,930.00,56276.36,"Monthly payout from RA"
2053-05-01,100001569,78,Excess,Payout In,930.00,132990.00,"Monthly payout credited to excess"
2053-06-01,100001570,78,OA,Contribution,74.00,855951.94,"Monthly allocation"
2053-06-01,100001571,78,MA,Contribution,777.00,641852.48,"Monthly allocation"
2053-06-01,100001572,78,RA,Contribution,74.00,56350.36,"Monthly allocation"
2053-06-01,100001573,78,RA,Payout,930.00,55420.36,"Monthly payout from RA"
2053-06-01,100001574,78,Excess,Payout In,930.00,133920.00,"Monthly payout credited to excess"
2053-07-01,100001575,79,OA,Contribution,74.00,856025.94,"Monthly allocation"
2053-07-01,100001576,79,MA,Contribution,777.00,642629.48,"Monthly allocation"
2053-07-01,100001577,79,RA,Contribution,74.00,55494.36,"Monthly allocation"
2053-07-01,100001578,79,RA,Payout,930.00,54564.36,"Monthly payout from RA"
2053-07-01,100001579,79,Excess,Payout In,930.00,134850.00,"Monthly payout credited to excess"
2053-08-01,100001580,79,OA,Contribution,74.00,856099.94,"Monthly allocation"
2053-08-01,100001581,79,MA,Contribution,777.00,643406.48,"Monthly allocation"
2053-08-01,100001582,79,RA,Contribution,74.00,54638.36,"Monthly allocation"
2053-08-01,100001583,79,RA,Payout,930.00,53708.36,"Monthly payout from RA"
2053-08-01,100001584,79,Excess,Payout In,930.00,135780.00,"Monthly payout credited to excess"
2053-09-01,100001585,79,OA,Contribution,74.00,856173.94,"Monthly allocation"
2053-09-01,100001586,79,MA,Contribution,777.00,644183.48,"Monthly allocation"
2053-09-01,100001587,79,RA,Contribution,74.00,53782.36,"Monthly allocation"
2053-09-01,100001588,79,RA,Payout,930.00,52852.36,"Monthly payout from RA"
2053-09-01,100001589,79,Excess,Payout In,930.00,136710.00,"Monthly payout credited to excess"
2053-10-01,100001590,79,OA,Contribution,74.00,856247.94,"Monthly allocation"
2053-10-01,100001591,79,MA,Contribution,777.00,644960.48,"Monthly allocation"
2053-10-01,100001592,79,RA,Contribution,74.00,52926.36,"Monthly allocation"
2053-10-01,100001593,79,RA,Payout,930.00,51996.36,"Monthly payout from RA"
2053-10-01,100001594,79,Excess,Payout In,930.00,137640.00,"Monthly payout credited to excess"
2053-11-01,100001595,79,OA,Contribution,74.00,856321.94,"Monthly allocation"
2053-11-01,100001596,79,MA,Contribution,777.00,645737.48,"Monthly allocation"
2053-11-01,100001597,79,RA,Contribution,74.00,52070.36,"Monthly allocation"
2053-11-01,100001598,79,RA,Payout,930.00,51140.36,"Monthly payout from RA"
2053-11-01,100001599,79,Excess,Payout In,930.00,138570.00,"Monthly payout credited to excess"
2053-12-01,100001600,79,OA,Contribution,74.00,856395.94,"Monthly allocation"
2053-12-01,100001601,79,MA,Contribution,777.00,646514.48,"Monthly allocation"
2053-12-01,100001602,79,RA,Contribution,74.00,51214.36,"Monthly allocation"
2053-12-01,100001603,79,OA,Interest,34255.84,890651.78,"Annual base interest"
2053-12-01,100001604,79,MA,Interest,25860.58,672375.06,"Annual base interest"
2053-12-01,100001605,79,RA,Interest,2048.57,53262.94,"Annual base + extra interest"
2053-12-01,100001606,79,RA,Extra Interest,900.00,54162.94,"Annual base + extra interest"
2053-12-01,100001607,79,RA,Payout,930.00,53232.94,"Monthly payout from RA"
2053-12-01,100001608,79,Excess,Payout In,930.00,139500.00,"Monthly payout credited to excess"
2054-01-01,100001609,79,OA,Contribution,74.00,890725.78,"Monthly allocation"
2054-01-01,100001610,79,MA,Contribution,777.00,673152.06,"Monthly allocation"
2054-01-01,100001611,79,RA,Contribution,74.00,53306.94,"Monthly allocation"
2054-01-01,100001612,79,RA,Payout,930.00,52376.94,"Monthly payout from RA"
2054-01-01,100001613,79,Excess,Payout In,930.00,140430.00,"Monthly payout credited to excess"
2054-02-01,100001614,79,OA,Contribution,74.00,890799.78,"Monthly allocation"
2054-02-01,100001615,79,MA,Contribution,777.00,673929.06,"Monthly allocation"
2054-02-01,100001616,79,RA,Contribution,74.00,52450.94,"Monthly allocation"
2054-02-01,100001617,79,RA,Payout,930.00,51520.94,"Monthly payout from RA"
2054-02-01,100001618,79,Excess,Payout In,930.00,141360.00,"Monthly payout credited to excess"
2054-03-01,100001619,79,OA,Contribution,74.00,890873.78,"Monthly allocation"
2054-03-01,100001620,79,MA,Contribution,777.00,674706.06,"Monthly allocation"
2054-03-01,100001621,79,RA,Contribution,74.00,51594.94,"Monthly allocation"
2054-03-01,100001622,79,RA,Payout,930.00,50664.94,"Monthly payout from RA"
2054-03-01,100001623,79,Excess,Payout In,930.00,142290.00,"Monthly payout credited to excess"
2054-04-01,100001624,79,OA,Contribution,74.00,890947.78,"Monthly allocation"
2054-04-01,100001625,79,MA,Contribution,777.00,675483.06,"Monthly allocation"
2054-04-01,100001626,79,RA,Contribution,74.00,50738.94,"Monthly allocation"
2054-04-01,100001627,79,RA,Payout,930.00,49808.94,"Monthly payout from RA"
2054-04-01,100001628,79,Excess,Payout In,930.00,143220.00,"Monthly payout credited to excess"
2054-05-01,100001629,79,OA,Contribution,74.00,891021.78,"Monthly allocation"
2054-05-01,100001630,79,MA,Contribution,777.00,676260.06,"Monthly allocation"
2054-05-01,100001631,79,RA,Contribution,74.00,49882.94,"Monthly allocation"
2054-05-01,100001632,79,RA,Payout,930.00,48952.94,"Monthly payout from RA"
2054-05-01,100001633,79,Excess,Payout In,930.00,144150.00,"Monthly payout credited to excess"
2054-06-01,100001634,79,OA,Contribution,74.00,891095.78,"Monthly allocation"
2054-06-01,100001635,79,MA,Contribution,777.00,677037.06,"Monthly allocation"
2054-06-01,100001636,79,RA,Contribution,74.00,49026.94,"Monthly allocation"
2054-06-01,100001637,79,RA,Payout,930.00,48096.94,"Monthly payout from RA"
2054-06-01,100001638,79,Excess,Payout In,930.00,145080.00,"Monthly payout credited to excess"
2054-07-01,100001639,80,OA,Contribution,74.00,891169.78,"Monthly allocation"
2054-07-01,100001640,80,MA,Contribution,777.00,677814.06,"Monthly allocation"
2054-07-01,100001641,80,RA,Contribution,74.00,48170.94,"Monthly allocation"
2054-07-01,100001642,80,RA,Payout,930.00,47240.94,"Monthly payout from RA"
2054-07-01,100001643,80,Excess,Payout In,930.00,146010.00,"Monthly payout credited to excess"
2054-08-01,100001644,80,OA,Contribution,74.00,891243.78,"Monthly allocation"
2054-08-01,100001645,80,MA,Contribution,777.00,678591.06,"Monthly allocation"
2054-08-01,100001646,80,RA,Contribution,74.00,47314.94,"Monthly allocation"
2054-08-01,100001647,80,RA,Payout,930.00,46384.94,"Monthly payout from RA"
2054-08-01,100001648,80,Excess,Payout In,930.00,146940.00,"Monthly payout credited to excess"
2054-09-01,100001649,80,OA,Contribution,74.00,891317.78,"Monthly allocation"
2054-09-01,100001650,80,MA,Contribution,777.00,679368.06,"Monthly allocation"
2054-09-01,100001651,80,RA,Contribution,74.00,46458.94,"Monthly allocation"
2054-09-01,100001652,80,RA,Payout,930.00,45528.94,"Monthly payout from RA"
2054-09-01,100001653,80,Excess,Payout In,930.00,147870.00,"Monthly payout credited to excess"
2054-10-01,100001654,80,OA,Contribution,74.00,891391.78,"Monthly allocation"
2054-10-01,100001655,80,MA,Contribution,777.00,680145.06,"Monthly allocation"
2054-10-01,100001656,80,RA,Contribution,74.00,45602.94,"Monthly allocation"
2054-10-01,100001657,80,RA,Payout,930.00,44672.94,"Monthly payout from RA"
2054-10-01,100001658,80,Excess,Payout In,930.00,148800.00,"Monthly payout credited to excess"
2054-11-01,100001659,80,OA,Contribution,74.00,891465.78,"Monthly allocation"
2054-11-01,100001660,80,MA,Contribution,777.00,680922.06,"Monthly allocation"
2054-11-01,100001661,80,RA,Contribution,74.00,44746.94,"Monthly allocation"
2054-11-01,100001662,80,RA,Payout,930.00,43816.94,"Monthly payout from RA"
2054-11-01,100001663,80,Excess,Payout In,930.00,149730.00,"Monthly payout credited to excess"
2054-12-01,100001664,80,OA,Contribution,74.00,891539.78,"Monthly allocation"
2054-12-01,100001665,80,MA,Contribution,777.00,681699.06,"Monthly allocation"
2054-12-01,100001666,80,RA,Contribution,74.00,43890.94,"Monthly allocation"
2054-12-01,100001667,80,OA,Interest,35661.59,927201.37,"Annual base interest"
2054-12-01,100001668,80,MA,Interest,27267.96,708967.02,"Annual base interest"
2054-12-01,100001669,80,RA,Interest,1755.64,45646.57,"Annual base + extra interest"
2054-12-01,100001670,80,RA,Extra Interest,900.00,46546.57,"Annual base + extra interest"
2054-12-01,100001671,80,RA,Payout,930.00,45616.57,"Monthly payout from RA"
2054-12-01,100001672,80,Excess,Payout In,930.00,150660.00,"Monthly payout credited to excess"
2055-01-01,100001673,80,OA,Contribution,74.00,927275.37,"Monthly allocation"
2055-01-01,100001674,80,MA,Contribution,777.00,709744.02,"Monthly allocation"
2055-01-01,100001675,80,RA,Contribution,74.00,45690.57,"Monthly allocation"
2055-01-01,100001676,80,RA,Payout,930.00,44760.57,"Monthly payout from RA"
2055-01-01,100001677,80,Excess,Payout In,930.00,151590.00,"Monthly payout credited to excess"
2055-02-01,100001678,80,OA,Contribution,74.00,927349.37,"Monthly allocation"
2055-02-01,100001679,80,MA,Contribution,777.00,710521.02,"Monthly allocation"
2055-02-01,100001680,80,RA,Contribution,74.00,44834.57,"Monthly allocation"
2055-02-01,100001681,80,RA,Payout,930.00,43904.57,"Monthly payout from RA"
2055-02-01,100001682,80,Excess,Payout In,930.00,152520.00,"Monthly payout credited to excess"
2055-03-01,100001683,80,OA,Contribution,74.00,927423.37,"Monthly allocation"
2055-03-01,100001684,80,MA,Contribution,777.00,711298.02,"Monthly allocation"
2055-03-01,100001685,80,RA,Contribution,74.00,43978.57,"Monthly allocation"
2055-03-01,100001686,80,RA,Payout,930.00,43048.57,"Monthly payout from RA"
2055-03-01,100001687,80,Excess,Payout In,930.00,153450.00,"Monthly payout credited to excess"
2055-04-01,100001688,80,OA,Contribution,74.00,927497.37,"Monthly allocation"
2055-04-01,100001689,80,MA,Contribution,777.00,712075.02,"Monthly allocation"
2055-04-01,100001690,80,RA,Contribution,74.00,43122.57,"Monthly allocation"
2055-04-01,100001691,80,RA,Payout,930.00,42192.57,"Monthly payout from RA"
2055-04-01,100001692,80,Excess,Payout In,930.00,154380.00,"Monthly payout credited to excess"
2055-05-01,100001693,80,OA,Contribution,74.00,927571.37,"Monthly allocation"
2055-05-01,100001694,80,MA,Contribution,777.00,712852.02,"Monthly allocation"
2055-05-01,100001695,80,RA,Contribution,74.00,42266.57,"Monthly allocation"
2055-05-01,100001696,80,RA,Payout,930.00,41336.57,"Monthly payout from RA"
2055-05-01,100001697,80,Excess,Payout In,930.00,155310.00,"Monthly payout credited to excess"
2055-06-01,100001698,80,OA,Contribution,74.00,927645.37,"Monthly allocation"
2055-06-01,100001699,80,MA,Contribution,777.00,713629.02,"Monthly allocation"
2055-06-01,100001700,80,RA,Contribution,74.00,41410.57,"Monthly allocation"
2055-06-01,100001701,80,RA,Payout,930.00,40480.57,"Monthly payout from RA"
2055-06-01,100001702,80,Excess,Payout In,930.00,156240.00,"Monthly payout credited to excess"
2055-07-01,100001703,81,OA,Contribution,74.00,927719.37,"Monthly allocation"
2055-07-01,100001704,81,MA,Contribution,777.00,714406.02,"Monthly allocation"
2055-07-01,100001705,81,RA,Contribution,74.00,40554.57,"Monthly allocation"
2055-07-01,100001706,81,RA,Payout,930.00,39624.57,"Monthly payout from RA"
2055-07-01,100001707,81,Excess,Payout In,930.00,157170.00,"Monthly payout credited to excess"
2055-08-01,100001708,81,OA,Contribution,74.00,927793.37,"Monthly allocation"
2055-08-01,100001709,81,MA,Contribution,777.00,715183.02,"Monthly allocation"
2055-08-01,100001710,81,RA,Contribution,74.00,39698.57,"Monthly allocation"
2055-08-01,100001711,81,RA,Payout,930.00,38768.57,"Monthly payout from RA"
2055-08-01,100001712,81,Excess,Payout In,930.00,158100.00,"Monthly payout credited to excess"
2055-09-01,100001713,81,OA,Contribution,74.00,927867.37,"Monthly allocation"
2055-09-01,100001714,81,MA,Contribution,777.00,715960.02,"Monthly allocation"
2055-09-01,100001715,81,RA,Contribution,74.00,38842.57,"Monthly allocation"
2055-09-01,100001716,81,RA,Payout,930.00,37912.57,"Monthly payout from RA"
2055-09-01,100001717,81,Excess,Payout In,930.00,159030.00,"Monthly payout credited to excess"
2055-10-01,100001718,81,OA,Contribution,74.00,927941.37,"Monthly allocation"
2055-10-01,100001719,81,MA,Contribution,777.00,716737.02,"Monthly allocation"
2055-10-01,100001720,81,RA,Contribution,74.00,37986.57,"Monthly allocation"
2055-10-01,100001721,81,RA,Payout,930.00,37056.57,"Monthly payout from RA"
2055-10-01,100001722,81,Excess,Payout In,930.00,159960.00,"Monthly payout credited to excess"
2055-11-01,100001723,81,OA,Contribution,74.00,928015.37,"Monthly allocation"
2055-11-01,100001724,81,MA,Contribution,777.00,717514.02,"Monthly allocation"
2055-11-01,100001725,81,RA,Contribution,74.00,37130.57,"Monthly allocation"
2055-11-01,100001726,81,RA,Payout,930.00,36200.57,"Monthly payout from RA"
2055-11-01,100001727,81,Excess,Payout In,930.00,160890.00,"Monthly payout credited to excess"
2055-12-01,100001728,81,OA,Contribution,74.00,928089.37,"Monthly allocation"
2055-12-01,100001729,81,MA,Contribution,777.00,718291.02,"Monthly allocation"
2055-12-01,100001730,81,RA,Contribution,74.00,36274.57,"Monthly allocation"
2055-12-01,100001731,81,OA,Interest,37123.57,965212.95,"Annual base interest"
2055-12-01,100001732,81,MA,Interest,28731.64,747022.66,"Annual base interest"
2055-12-01,100001733,81,RA,Interest,1450.98,37725.56,"Annual base + extra interest"
2055-12-01,100001734,81,RA,Extra Interest,900.00,38625.56,"Annual base + extra interest"
2055-12-01,100001735,81,RA,Payout,930.00,37695.56,"Monthly payout from RA"
2055-12-01,100001736,81,Excess,Payout In,930.00,161820.00,"Monthly payout credited to excess"
